x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2716106,53.4285295,7.75465E+18,93,1,0,0,0,0.25,0.25,0.5,1,2
-2.270117,53.4303306,-2.80614E+18,91,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2685893,53.4267386,2.6198E+18,41,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2687198,53.4474119,9.17637E+18,183,0,0,0,1,0.25,0.25,0.5,1,2
-2.1244704,53.547421,-1.75203E+17,153,1,0,0,0,0.25,0.25,0.5,1,2
-2.2671013,53.4294385,4.75283E+18,74,2,2,2,0,1.5,1,1,0.666666667,0.666666667
-2.2671859,53.4429211,-4.69706E+18,81,0,1,0,0,0.25,0.25,0.5,1,2
-2.267265,53.4555048,4.4787E+18,96,0,0,1,0,0.25,0.25,0.5,1,2
-2.1229273,53.5357378,1.4018E+18,208,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1229664,53.5492202,-9.74475E+17,183,0,0,1,0,0.25,0.25,0.5,1,2
-2.1229925,53.5582085,5.05121E+18,97,0,1,0,0,0.25,0.25,0.5,1,2
-2.2655571,53.42315,-6.26943E+18,80,8,4,5,3,5,4.666666667,2.160246899,0.933333333,0.43204938
-2.2656131,53.4321384,-5.61267E+18,68,2,0,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2657029,53.4465198,-6.96511E+18,84,0,0,1,0,0.25,0.25,0.5,1,2
-2.26403,53.4195579,3.54888E+18,8,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2640634,53.424951,4.57602E+18,83,4,2,4,4,3.5,1,1,0.285714286,0.285714286
-2.2640746,53.4267487,3.91551E+18,91,4,0,4,1,2.25,4.25,2.061552813,1.888888889,0.916245695
-2.2640857,53.4285464,5.58333E+18,39,0,0,1,3,1,2,1.414213562,2,1.414213562
-2.2641136,53.4330406,1.53541E+18,105,0,4,0,0,1,4,2,4,2
-2.2642029,53.447422,3.72102E+18,203,0,0,2,0,0.5,1,1,2,2
-2.2642364,53.452815,-6.31867E+18,53,0,0,0,1,0.25,0.25,0.5,1,2
-2.264309,53.4644999,8.21941E+18,113,0,1,0,0,0.25,0.25,0.5,1,2
-2.2624699,53.4105728,-1.33E+18,75,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2625309,53.4204601,4.89147E+18,85,5,4,5,4,4.5,0.333333333,0.577350269,0.074074074,0.12830006
-2.2625697,53.426752,1.95009E+18,61,3,2,2,2,2.25,0.25,0.5,0.111111111,0.222222222
-2.2626085,53.4330439,3.42846E+18,169,2,3,3,2,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.2629474,53.4878729,8.4202E+18,248,0,0,1,0,0.25,0.25,0.5,1,2
-2.2610262,53.4204634,7.18137E+18,71,4,1,3,3,2.75,1.583333333,1.258305739,0.575757576,0.457565723
-2.2610372,53.4222611,2.37367E+18,60,2,3,3,1,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2610482,53.4240588,2.28845E+18,22,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2611254,53.4366426,7.61176E+18,50,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1198919,53.529449,-8.34391E+18,244,1,0,0,0,0.25,0.25,0.5,1,2
-2.1199046,53.5339432,8.35359E+18,148,0,1,0,0,0.25,0.25,0.5,1,2
-2.1199123,53.5366397,-3.92216E+18,207,0,0,0,1,0.25,0.25,0.5,1,2
-2.259527,53.4213655,-1.52641E+18,77,3,5,1,4,3.25,2.916666667,1.707825128,0.897435897,0.525484655
-2.2595325,53.4222644,1.07321E+18,50,2,1,3,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2595599,53.4267586,-3.6784E+18,14,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2596092,53.4348482,-4.90207E+18,51,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2596476,53.44114,-1.47287E+18,109,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2597244,53.4537238,7.88748E+18,100,0,0,0,1,0.25,0.25,0.5,1,2
-2.256523,53.4222709,-4.80326E+18,84,1,3,2,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2565284,53.4231697,4.08688E+18,67,1,2,0,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.1169294,53.5492263,4.47036E+18,239,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2550883,53.433959,-5.51563E+18,120,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2551421,53.4429475,-2.75219E+18,113,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2551529,53.4447451,5.19295E+16,57,2,0,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2551637,53.4465428,7.77532E+18,44,0,0,0,1,0.25,0.25,0.5,1,2
-2.2551691,53.4474417,1.92593E+18,51,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.253626,53.441153,6.46231E+18,42,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2536527,53.4456472,2.6194E+18,64,0,0,1,0,0.25,0.25,0.5,1,2
-2.2536581,53.446546,-1.63054E+18,61,1,0,0,0,0.25,0.25,0.5,1,2
-2.2537707,53.4654216,2.38841E+17,128,1,0,0,0,0.25,0.25,0.5,1,2
-2.2522645,53.4654248,-1.99903E+18,104,0,1,0,0,0.25,0.25,0.5,1,2
-2.2522698,53.4663237,-7.87665E+18,69,0,0,1,0,0.25,0.25,0.5,1,2
-2.1108241,53.5231659,3.28279E+17,84,0,0,1,0,0.25,0.25,0.5,1,2
-2.11093,53.5636134,-4.87762E+18,66,0,0,1,0,0.25,0.25,0.5,1,2
-2.2505357,53.4276767,-4.60504E+18,85,3,1,1,1,1.5,1,1,0.666666667,0.666666667
-2.2506098,53.4402605,-6.69546E+18,34,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.250631,53.4438559,2.79864E+18,80,3,1,1,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2507158,53.4582373,2.22701E+18,135,0,2,0,0,0.5,1,1,2,2
-2.2490413,53.4294776,8.25853E+18,38,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2492572,53.46633,-6.36546E+18,82,1,0,0,0,0.25,0.25,0.5,1,2
-2.2475311,53.4285818,-8.52581E+16,75,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2475991,53.4402668,3.21649E+18,51,2,0,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2476409,53.4474575,3.79917E+18,113,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2460365,53.4303826,1.97262E+18,92,4,1,1,2,2,2,1.414213562,1,0.707106781
-2.2460573,53.433978,3.9874E+18,78,0,0,2,3,1.25,2.25,1.5,1.8,1.2
-2.2461613,53.4519548,-4.21393E+18,99,2,3,0,0,1.25,2.25,1.5,1.8,1.2
-2.244485,53.4222961,-7.44978E+18,111,0,1,0,0,0.25,0.25,0.5,1,2
-2.244609,53.4438684,3.98158E+18,67,0,1,0,0,0.25,0.25,0.5,1,2
-2.2446193,53.445666,3.55705E+18,26,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2447538,53.4690359,-4.47353E+18,106,0,0,0,1,0.25,0.25,0.5,1,2
-2.2835306,53.4105246,7.6041E+18,104,0,0,1,0,0.25,0.25,0.5,1,2
-2.2835365,53.4114235,-5.99914E+17,87,0,0,0,1,0.25,0.25,0.5,1,2
-2.2430008,53.4258946,-3.3334E+18,64,0,1,0,0,0.25,0.25,0.5,1,2
-2.2430521,53.434883,3.98074E+18,93,3,3,2,2,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.2430778,53.4393772,-1.34813E+18,83,1,0,0,3,1,2,1.414213562,2,1.414213562
-2.2431086,53.4447703,-8.01771E+18,74,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2431394,53.4501633,-3.17451E+18,122,2,3,3,2,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.2431446,53.4510622,-1.14315E+18,130,0,4,2,2,2,2.666666667,1.632993162,1.333333333,0.816496581
-2.243474,53.5085876,-4.07778E+18,146,0,1,0,0,0.25,0.25,0.5,1,2
-2.2415724,53.4393803,8.0757E+18,85,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.241598,53.4438745,5.68434E+18,112,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2416439,53.4519641,-8.84276E+18,68,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.241649,53.4528629,4.69236E+18,161,2,3,0,3,2,2,1.414213562,1,0.707106781
-2.2790352,53.4132318,-3.77494E+18,87,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2790411,53.4141306,-7.62545E+18,81,0,0,1,0,0.25,0.25,0.5,1,2
-2.2400062,53.4285972,2.21703E+18,105,1,0,0,0,0.25,0.25,0.5,1,2
-2.2400569,53.4375856,6.75754E+18,82,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2400874,53.4429787,-6.74064E+18,71,0,2,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2401077,53.4465741,1.96706E+18,86,1,3,0,0,1,2,1.414213562,2,1.414213562
-2.240133,53.4510683,3.32966E+18,136,0,0,2,4,1.5,3.666666667,1.914854216,2.444444444,1.276569477
-2.2402194,53.4663485,-6.73383E+18,151,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2774957,53.4078422,-2.62414E+18,58,31,27,28,29,28.75,2.916666667,1.707825128,0.101449275,0.059402613
-2.2385718,53.441184,-2.51179E+18,29,0,1,0,0,0.25,0.25,0.5,1,2
-2.2385819,53.4429817,-2.6853E+18,41,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2386121,53.4483748,-3.70148E+18,181,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2386424,53.4537678,-8.42302E+18,120,1,1,1,1,1,0,0,0,0
-2.2388393,53.4888224,6.81148E+18,129,0,0,0,1,0.25,0.25,0.5,1,2
-2.2388545,53.4915189,3.03941E+18,187,0,0,1,0,0.25,0.25,0.5,1,2
-2.2370363,53.435794,-6.73903E+17,68,0,1,3,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2371215,53.4510743,-6.53082E+18,249,4,2,3,3,3,0.666666667,0.816496581,0.222222222,0.272165527
-2.2371466,53.4555685,-3.67845E+18,89,0,3,1,4,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2744814,53.4069504,6.19561E+18,5,1,2,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.272983,53.4078526,4.9155E+18,36,8,6,1,2,4.25,10.91666667,3.304037934,2.568627451,0.77742069
-2.2730175,53.4132457,-4.78215E+18,80,13,7,9,14,10.75,10.91666667,3.304037934,1.015503876,0.307352366
-2.2354863,53.4277074,3.94047E+18,84,1,0,0,0,0.25,0.25,0.5,1,2
-2.2355212,53.4339993,-5.173E+18,68,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2355809,53.4447854,-7.26262E+18,87,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2356207,53.4519761,-3.35091E+17,115,2,3,2,1,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2356257,53.4528749,-3.3014E+18,79,1,1,0,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2357902,53.4825366,8.10815E+18,200,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.23597,53.5148946,6.9606E+18,291,0,0,1,0,0.25,0.25,0.5,1,2
-2.2714959,53.4105526,-1.46197E+18,27,5,4,5,5,4.75,0.25,0.5,0.052631579,0.105263158
-2.2340111,53.4331034,6.11729E+18,46,1,0,0,0,0.25,0.25,0.5,1,2
-2.234105,53.4501814,-6.75659E+17,176,1,4,0,4,2.25,4.25,2.061552813,1.888888889,0.916245695
-2.2342734,53.4807419,5.70578E+18,44,0,0,0,1,0.25,0.25,0.5,1,2
-2.2342784,53.4816407,3.04131E+18,44,1,0,0,0,0.25,0.25,0.5,1,2
-2.2342932,53.4843372,4.31133E+18,155,0,2,0,0,0.5,1,1,2,2
-2.2684873,53.4105594,4.12559E+18,44,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2686063,53.4294351,1.12203E+18,86,0,0,1,0,0.25,0.25,0.5,1,2
-2.268612,53.430334,-1.90276E+18,86,0,0,0,1,0.25,0.25,0.5,1,2
-2.2325354,53.4384994,2.54661E+17,103,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2325796,53.446589,6.37282E+18,80,2,2,1,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2670788,53.4258431,3.91465E+17,63,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2310057,53.4340081,5.15658E+18,72,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.231035,53.4394012,-1.81553E+18,78,1,3,0,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2310545,53.4429965,-6.3242E+18,68,3,0,0,0,0.75,2.25,1.5,3,2
-2.231074,53.4465919,3.59686E+18,74,0,1,0,0,0.25,0.25,0.5,1,2
-2.2311033,53.4519849,6.30964E+18,245,1,3,2,4,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2311278,53.4564791,4.13952E+18,155,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2311522,53.4609733,-4.9086E+18,288,5,2,3,6,4,3.333333333,1.825741858,0.833333333,0.456435465
-2.2312109,53.4717594,-7.90629E+18,150,4,1,0,1,1.5,3,1.732050808,2,1.154700538
-2.2655458,53.4213523,5.33282E+18,98,3,5,2,7,4.25,4.916666667,2.217355783,1.156862745,0.521730772
-2.2656692,53.4411268,-4.84565E+18,60,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2295539,53.4438983,-4.85793E+18,88,3,0,2,0,1.25,2.25,1.5,1.8,1.2
-2.2295878,53.4501902,-3.37149E+17,257,7,0,1,3,2.75,9.583333333,3.095695937,3.484848485,1.125707613
-2.2296121,53.4546844,-4.24995E+18,157,1,1,5,3,2.5,3.666666667,1.914854216,1.466666667,0.765941686
-2.2296266,53.4573809,6.26055E+17,120,1,1,2,3,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2297481,53.4798518,-2.88256E+18,225,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2280194,53.4385081,9.06038E+18,78,0,0,0,1,0.25,0.25,0.5,1,2
-2.228111,53.4555861,-4.50926E+18,157,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2282606,53.4834501,2.99718E+17,399,0,3,1,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2639743,53.4105695,-3.38211E+18,39,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2641638,53.4411301,-2.10573E+18,85,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.262542,53.4222578,-9.19101E+18,91,4,4,4,4,4,0,0,0,0
-2.2265811,53.4510948,-4.4489E+18,137,2,1,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2266003,53.4546901,2.48647E+18,53,0,0,2,0,0.5,1,1,2,2
-2.226653,53.4645774,-7.20506E+17,339,2,1,5,4,3,3.333333333,1.825741858,1.111111111,0.608580619
-2.2267633,53.4852506,3.09188E+18,350,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.2610538,53.4249576,4.76144E+18,62,2,4,2,3,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2611309,53.4375414,9.15905E+18,113,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2611365,53.4384402,-8.4753E+18,63,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2612303,53.4537205,5.82425E+18,155,0,0,0,1,0.25,0.25,0.5,1,2
-2.2612634,53.4591135,7.40364E+18,202,0,1,0,0,0.25,0.25,0.5,1,2
-2.2250183,53.4403115,5.49598E+18,104,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2250373,53.4439069,3.41722E+18,24,0,1,0,0,0.25,0.25,0.5,1,2
-2.2250754,53.4510976,-1.04466E+18,33,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.225161,53.4672767,5.60138E+18,89,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2251706,53.4690744,-8.33409E+18,49,0,2,0,0,0.5,1,1,2,2
-2.2253088,53.4951407,-8.82978E+18,93,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2595544,53.4258597,-8.09096E+18,14,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2597025,53.4501284,-8.59279E+18,102,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2236027,53.4573923,-8.91793E+18,57,0,1,0,0,0.25,0.25,0.5,1,2
-2.2580114,53.4195711,-5.63051E+18,12,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2580986,53.4339526,-2.14093E+18,63,1,0,2,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2220122,53.441216,-2.17953E+18,105,0,0,1,0,0.25,0.25,0.5,1,2
-2.2220591,53.4502044,-5.63346E+18,5,0,1,0,0,0.25,0.25,0.5,1,2
-2.2221155,53.4609905,9.747E+17,17,0,1,0,0,0.25,0.25,0.5,1,2
-2.2221719,53.4717766,-7.15826E+18,72,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2222189,53.4807649,-9.09488E+18,35,0,0,0,1,0.25,0.25,0.5,1,2
-2.2222377,53.4843603,6.57331E+18,86,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2565122,53.4204732,7.70312E+18,89,2,2,1,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2565934,53.4339558,4.87547E+18,121,1,3,2,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2566747,53.4474384,-9.20116E+17,171,1,0,1,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2567019,53.4519326,-5.35531E+18,71,0,0,0,1,0.25,0.25,0.5,1,2
-2.256729,53.4564268,8.62527E+18,72,1,0,0,0,0.25,0.25,0.5,1,2
-2.2567344,53.4573257,8.83363E+18,151,0,0,1,0,0.25,0.25,0.5,1,2
-2.2567616,53.4618198,7.65316E+18,245,1,0,0,0,0.25,0.25,0.5,1,2
-2.2206327,53.4654875,6.83727E+18,125,1,0,1,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2206374,53.4663863,-3.55956E+18,157,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.220642,53.4672852,3.9195E+18,129,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2207588,53.4897561,-5.41739E+18,194,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2207775,53.4933514,4.09012E+18,11,0,0,1,0,0.25,0.25,0.5,1,2
-2.2208195,53.5014409,-4.53708E+18,70,0,0,0,1,0.25,0.25,0.5,1,2
-2.2208944,53.5158223,7.94831E+18,58,1,0,0,0,0.25,0.25,0.5,1,2
-2.2550182,53.4222741,-2.9741E+18,42,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2551206,53.4393521,7.76516E+18,53,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2551583,53.445644,8.74876E+18,146,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2552122,53.4546324,-4.05463E+18,98,0,0,0,1,0.25,0.25,0.5,1,2
-2.2553256,53.4735079,-4.81054E+18,205,0,0,1,0,0.25,0.25,0.5,1,2
-2.2536474,53.4447483,3.94247E+18,52,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2537493,53.4618263,8.45124E+18,261,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2537761,53.4663205,3.04539E+17,193,0,1,0,0,0.25,0.25,0.5,1,2
-2.2189736,53.4358285,1.0786E+18,65,1,0,0,0,0.25,0.25,0.5,1,2
-2.2190523,53.4511088,-2.24496E+18,65,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2191357,53.4672879,-6.0375E+18,49,1,0,0,0,0.25,0.25,0.5,1,2
-2.2192981,53.4987472,7.46764E+18,25,0,0,0,1,0.25,0.25,0.5,1,2
-2.2521632,53.4483469,-4.01233E+18,215,4,3,1,0,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2522058,53.4555376,6.42762E+18,87,1,0,0,0,0.25,0.25,0.5,1,2
-2.2522111,53.4564364,-4.36177E+18,49,0,0,0,1,0.25,0.25,0.5,1,2
-2.2175833,53.4583023,9.12713E+18,101,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2176017,53.4618977,-5.31436E+18,96,1,0,0,0,0.25,0.25,0.5,1,2
-2.2176247,53.4663919,1.30693E+18,61,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2176984,53.4807733,-1.94885E+18,23,0,0,1,0,0.25,0.25,0.5,1,2
-2.2177814,53.4969523,-4.55739E+18,38,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2504987,53.4213848,5.08791E+18,20,0,0,0,1,0.25,0.25,0.5,1,2
-2.2506363,53.4447547,-2.33561E+18,88,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2160088,53.4448224,4.35E+18,1370,0,2,3,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2160819,53.4592039,9.08542E+18,215,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2161962,53.4816748,6.6209E+18,34,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2162007,53.4825737,1.204E+18,78,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2162236,53.4870679,6.31073E+18,85,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2162877,53.4996515,-1.54837E+18,48,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2163152,53.5050446,3.30946E+18,155,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2490255,53.426781,-8.76441E+18,25,0,0,1,0,0.25,0.25,0.5,1,2
-2.2490361,53.4285787,-4.62735E+18,44,0,1,0,0,0.25,0.25,0.5,1,2
-2.2491255,53.443859,-4.66428E+17,126,1,3,3,1,2,1.333333333,1.154700538,0.666666667,0.577350269
-2.249136,53.4456567,-7.64856E+18,30,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2492625,53.4672288,-3.8322E+18,218,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2474997,53.4231888,-6.68614E+18,100,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.247552,53.4321772,-4.05814E+18,27,0,0,0,1,0.25,0.25,0.5,1,2
-2.24762,53.4438622,3.3392E+17,69,2,4,1,2,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2477037,53.4582436,9.17443E+17,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.2477247,53.4618389,-7.94238E+18,112,0,0,0,2,0.5,1,1,2,2
-2.2145758,53.4592066,3.05026E+18,266,1,3,0,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2146076,53.4654985,4.99278E+17,119,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2147348,53.4906659,-8.86901E+18,17,1,0,0,0,0.25,0.25,0.5,1,2
-2.214803,53.5041484,6.65572E+18,70,1,0,0,0,0.25,0.25,0.5,1,2
-2.2460313,53.4294838,-4.35977E+18,115,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2460937,53.4402699,6.06198E+16,42,0,0,0,1,0.25,0.25,0.5,1,2
-2.2461093,53.4429664,1.88157E+18,35,0,2,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2461301,53.4465618,-7.52171E+18,41,0,0,0,1,0.25,0.25,0.5,1,2
-2.2461925,53.4573479,2.04284E+18,72,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2445005,53.4249927,3.23438E+18,69,1,0,0,0,0.25,0.25,0.5,1,2
-2.2446503,53.4510591,-1.54982E+18,62,2,1,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2129617,53.4376371,2.88882E+18,171,0,0,1,0,0.25,0.25,0.5,1,2
-2.2130472,53.4547151,-6.45007E+18,56,0,0,0,1,0.25,0.25,0.5,1,2
-2.2131915,53.4834779,-1.34246E+18,5,0,1,0,0,0.25,0.25,0.5,1,2
-2.2132637,53.4978593,-3.46684E+18,47,1,0,0,0,0.25,0.25,0.5,1,2
-2.2132818,53.5014546,-7.32389E+18,76,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2133134,53.5077465,-7.517E+18,55,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2429803,53.4222992,-4.69459E+18,119,0,0,1,0,0.25,0.25,0.5,1,2
-2.2430932,53.4420738,-8.5602E+18,68,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.243124,53.4474668,5.08926E+18,99,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2432371,53.4672413,-2.00701E+18,69,0,1,0,0,0.25,0.25,0.5,1,2
-2.2432423,53.4681401,-5.20399E+18,315,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2432525,53.4699378,8.74905E+18,74,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2115548,53.4574143,-2.7315E+18,218,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.211595,53.4655038,4.9381E+18,88,0,0,1,4,1.25,3.583333333,1.892969449,2.866666667,1.514375559
-2.2116487,53.4762899,3.12614E+18,34,0,0,0,1,0.25,0.25,0.5,1,2
-2.2117294,53.492469,-8.16252E+18,11,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2117428,53.4951655,-6.77756E+18,93,1,0,0,0,0.25,0.25,0.5,1,2
-2.2117563,53.497862,1.83242E+18,28,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2118909,53.524827,2.8691E+18,41,0,0,1,0,0.25,0.25,0.5,1,2
-2.2415418,53.4339872,7.08261E+18,99,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2415775,53.4402791,5.48885E+18,101,0,0,1,0,0.25,0.25,0.5,1,2
-2.2415928,53.4429757,5.04498E+18,67,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2416337,53.4501664,5.24392E+18,116,0,2,5,2,2.25,4.25,2.061552813,1.888888889,0.916245695
-2.2416388,53.4510652,1.2295E+17,151,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2416848,53.4591548,6.84577E+18,66,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
